,弹幕
661,半夜3点多了 竟然还有24个在看hh
662,80 人！！
663,推荐全程1.25倍速
664,野生弹幕君没了……
665,C鸭鸭？
666,我看过另一个教程，老是说一些有的没的都不说一些重要的
667,java
668,这个蓝色弹幕真的牛逼
669,网吧计费系统
670,学完python后我开始c++
671,c鸭鸭hhh
672,为了ue4！！！！！！！！！
673,感谢蓝色字幕君
674,45个人
675,python 永远滴神
676,#include <iostream>
677,大家一起加油！！！
678,零基础来了！
679,c++
680,我是一个大帅哥
681,C唉唉课程？？？
682,哇，62人
683,那么对人在看？？？
684,大家好
685,老师讲的真棒
686,学完Python，继续C++，黑马确实不错
687,财大我们旁边
688,果断关注
689,刚学完Python过来
690,清华的有吗
691,我甚至不知道ci是什么
692,北邮
693,41位朋友
694,冲鸭！！！！！
695,24个同学们好
696,·~~谢谢
697,企业级
698,热学
699,武汉加油
700,bilibili大学牛逼
701,北邮路过
702,我用电脑看的为什么没有声音
703,Ivy League的路过
704,北航的来了
705,苏州科技大学本科
706,我靠108人
707,一看就很牛
708,感谢字幕君
709,C鸭鸭
710,好咯，继续游戏
711,长安大学报道～
712,我又来了
713,字幕君好评
714,120人在观看
715,我又来了
716,一千二百万了
717,哔站大学荣誉出品
718,没对象，学不会
719,酱菜来报道
720,一步一个脚印就是zuikuaidexuexifangfa1
721,C鸭鸭
722,有无北信科的兄弟
723,小白来报道
724,好了好了，感谢，感谢，字幕够了
725,二刷
726,好家伙
727,这个有用吗
728,c鸭～
729,UE4客户端开发太香了
730,dilidili
731,感谢野生字幕君
732,不是大学课程我会来
733,我只想学好初中的乘方。。。。
734,为了UE5！
735,字母好评
736,强啊，201人
737,记得释放
738,124人！！！
739,南昌大学预定
740,100+认真的吗
741,0基础的咸鱼
742,字幕君爱了爱了
743,软件专业的来了
744,100＋在看
745,合肥工业大学
746,bupt前来报到
747,c鸭鸭
748,155同学你们好
749,p'LAS1+4+++4+4+7-/*-7
750,牛
751,太厉害了
752,test
753,全网最好的c++教学课程，不接受反驳
754,C啊啊C啊啊
755,感谢野生字幕君
756,+-*------+++
757,为了大创而学习
758,没有对象咋办？
759,哈哈哈
760,各位回见
761,你们学c++都干嘛呢
762,屏幕是不清楚吗 
763,314连续剧
764,要准备啥呀
765,C鸭鸭
766,感谢字幕君
767,c鸭鸭
768,大家好  我是李浩 我给大家表演个绝活
769,感谢底下字幕
